	10.069111	1.379689	9.223056
	0.024114	8.489317	10.489944
	10.020897	11.248687	3.918944
	20.065899	18.358315	2.652056
	10.020899	18.358315	3.918944
	20.065897	11.248687	2.652056
	10.069114	8.489317	9.223056
	0.024112	1.379690	10.489944
	7.784879	1.466537	10.524114
	17.829881	8.402470	9.188886
	12.305130	11.335534	2.617886
	2.260132	18.271468	3.953114
	12.305132	18.271467	2.617886
	2.260130	11.335535	3.953114
	7.784881	8.402470	10.524114
	17.829878	1.466536	9.188886
	8.025959	2.696213	8.215064
	18.070961	7.172793	11.497936
	12.064051	12.565212	4.926936
	2.019051	17.041790	1.644064
	12.064052	17.041791	4.926936
	2.019050	12.565211	1.644064
	8.025960	7.172792	8.215064
	18.070960	2.696215	11.497936
	7.979751	0.067112	8.313629
	18.024755	9.801895	11.399371
	12.110257	9.936111	4.828371
	2.065259	19.670891	1.742629
	12.110260	19.670892	4.828371
	2.065256	9.936110	1.742629
	7.979754	9.801894	8.313629
	18.024752	0.067113	11.399371
	6.609614	0.759917	12.776652
	16.654615	9.109089	6.936348
	13.480394	10.628913	0.365348
	3.435398	18.978089	6.205652
	13.480396	18.978087	0.365348
	3.435396	10.628915	6.205652
	6.609617	9.109091	12.776652
	16.654613	0.759915	6.936348
	6.623683	18.859663	10.717301
	16.668679	10.747344	8.995699
	13.466331	8.990660	2.424699
	3.421329	0.878342	4.146301
	13.466328	0.878342	2.424699
	3.421331	8.990660	4.146301
	6.623680	10.747345	10.717301
	16.668682	18.859662	8.995699
	5.165143	1.308633	10.652905
	15.210145	8.560374	9.060095
	14.924865	11.177630	2.489095
	4.879868	18.429372	4.081905
	14.924868	18.429371	2.489095
	4.879866	11.177631	4.081905
	5.165145	8.560374	10.652905
	15.210142	1.308632	9.060095
	5.846191	2.558045	1.393052
	15.891194	7.310957	5.177948
	14.243818	12.427049	11.748948
	4.198818	17.179958	7.964052
	14.243819	17.179959	11.748948
	4.198817	12.427047	7.964052
	5.846193	7.310956	1.393052
	15.891193	2.558046	5.177948
	4.086306	0.898079	0.361405
	14.131311	8.970923	6.209595
	16.003702	10.767083	12.780595
	5.958702	18.839923	6.932405
	16.003704	18.839925	12.780595
	5.958700	10.767081	6.932405
	4.086309	8.970921	0.361405
	14.131308	0.898081	6.209595
	5.898425	0.019739	2.055409
	15.943429	9.849263	4.515591
	14.191583	9.888742	11.086591
	4.146585	19.718265	8.626409
	14.191586	19.718266	11.086591
	4.146582	9.888741	8.626409
	5.898428	9.849263	2.055409
	15.943425	0.019739	4.515591
	2.159676	2.496857	1.160439
	12.204679	7.372145	5.410561
	17.930333	12.365861	11.981561
	7.885333	17.241146	7.731439
	17.930335	17.241147	11.981561
	7.885332	12.365860	7.731439
	2.159678	7.372143	1.160439
	12.204678	2.496859	5.410561
	1.699618	0.730310	12.409991
	11.744619	9.138696	7.303009
	18.390390	10.599306	0.732009
	8.345394	19.007696	5.838991
	18.390392	19.007694	0.732009
	8.345391	10.599308	5.838991
	1.699621	9.138698	12.409991
	11.744617	0.730308	7.303009
	2.613713	1.541541	10.079914
	12.658715	8.327465	9.633086
	17.476296	11.410539	3.062086
	7.431298	18.196463	3.508914
	17.476298	18.196463	3.062086
	7.431296	11.410539	3.508914
	2.613715	8.327465	10.079914
	12.658713	1.541541	9.633086
	1.462562	18.926772	10.292814
	11.507559	10.680235	9.420186
	18.627452	9.057769	2.849186
	8.582449	0.811233	3.721814
	18.627449	0.811233	2.849186
	8.582452	9.057769	3.721814
	1.462559	10.680235	10.292814
	11.507561	18.926771	9.420186
	4.421813	2.591602	8.484475
	14.466815	7.277404	11.228525
	15.668197	12.460601	4.657525
	5.623197	17.146401	1.913475
	15.668198	17.146402	4.657525
	5.623196	12.460600	1.913475
	4.421814	7.277403	8.484475
	14.466814	2.591603	11.228525
	9.866208	16.872045	9.421500
	19.911207	12.734961	10.291500
	10.223805	7.003044	3.720500
	0.178803	2.865959	2.850500
	10.223803	2.865959	3.720500
	0.178804	7.003043	2.850500
	9.866206	12.734961	9.421500
	19.911208	16.872046	10.291500
	7.395138	16.404255	10.175851
	17.440136	13.202751	9.537149
	12.694874	6.535253	2.966149
	2.649873	3.333749	3.604851
	12.694873	3.333749	2.966149
	2.649874	6.535253	3.604851
	7.395137	13.202752	10.175851
	17.440137	16.404255	9.537149
	8.564375	14.803503	8.451620
	18.609376	14.803504	11.261380
	11.525636	4.934502	4.690380
	1.480635	4.934501	1.880620
	6.462963	16.996396	12.565066
	16.507959	12.610611	7.147934
	13.627050	7.127392	0.576934
	3.582050	2.741610	5.994066
	13.627048	2.741608	0.576934
	3.582051	7.127394	5.994066
	6.462961	12.610612	12.565066
	16.507961	16.996394	7.147934
	4.841699	16.939155	10.500458
	14.886697	12.667851	9.212542
	15.248313	7.070152	2.641542
	5.203312	2.798850	3.929458
	15.248312	2.798849	2.641542
	5.203314	7.070153	3.929458
	4.841698	12.667852	10.500458
	14.886699	16.939155	9.212542
	5.912492	14.803500	0.760922
	15.957494	14.803502	5.810078
	14.177519	4.934504	12.381078
	4.132517	4.934502	7.331922
	3.969789	16.408199	0.003943
	14.014790	13.198803	6.567057
	16.120222	6.539204	13.138057
	6.075219	3.329803	6.574943
	16.120221	3.329805	13.138057
	6.075220	6.539202	6.574943
	3.969788	13.198801	0.003943
	14.014792	16.408202	6.567057
	1.904537	14.803500	0.269411
	11.949539	14.803502	6.301589
	18.185474	4.934504	12.872589
	8.140472	4.934502	6.840411
	1.625291	17.112850	12.189205
	11.670288	12.494156	7.523795
	18.464722	7.243846	0.952795
	8.419722	2.625156	5.618205
	18.464720	2.625154	0.952795
	8.419723	7.243848	5.618205
	1.625289	12.494158	12.189205
	11.670289	17.112848	7.523795
	2.364602	16.520709	9.732965
	12.409601	13.086297	9.980035
	17.725410	6.651707	3.409035
	7.680409	3.217295	3.161965
	17.725409	3.217295	3.409035
	7.680410	6.651707	3.161965
	2.364600	13.086297	9.732965
	12.409602	16.520709	9.980035
	4.251052	14.803503	9.085065
	14.296052	14.803503	10.627935
	15.838959	4.934501	4.056935
	5.793958	4.934501	2.514065
